"County","Muni","HINDI","ward","WardCode","VoterCount"
"OUTAGAMIE COUNTY","VILLAGE OF KIMBERLY - OUTAGAMIE COUNTY","45141","Village of Kimberly - Ward 6","WD-006","524"
"OUTAGAMIE COUNTY","VILLAGE OF KIMBERLY - OUTAGAMIE COUNTY","45141","Village of Kimberly - Ward 7","WD-007","496"
"OUTAGAMIE COUNTY","VILLAGE OF KIMBERLY - OUTAGAMIE COUNTY","45141","Village of Kimberly - Ward 8","WD-008","454"
"OUTAGAMIE COUNTY","VILLAGE OF KIMBERLY - OUTAGAMIE COUNTY","45141","Village of Kimberly - Ward 9","WD-009","195"
"OUTAGAMIE COUNTY","VILLAGE OF LITTLE CHUTE - OUTAGAMIE COUNTY","45146","Village of Little Chute - Ward 1","WD-001","612"
"OUTAGAMIE COUNTY","VILLAGE OF LITTLE CHUTE - OUTAGAMIE COUNTY","45146","Village of Little Chute - Ward 10","WD-010","700"
"OUTAGAMIE COUNTY","VILLAGE OF LITTLE CHUTE - OUTAGAMIE COUNTY","45146","Village of Little Chute - Ward 2","WD-002","401"
"OUTAGAMIE COUNTY","VILLAGE OF LITTLE CHUTE - OUTAGAMIE COUNTY","45146","Village of Little Chute - Ward 3","WD-003","596"
"OUTAGAMIE COUNTY","VILLAGE OF LITTLE CHUTE - OUTAGAMIE COUNTY","45146","Village of Little Chute - Ward 4","WD-004","633"
"OUTAGAMIE COUNTY","VILLAGE OF LITTLE CHUTE - OUTAGAMIE COUNTY","45146","Village of Little Chute - Ward 5","WD-005","866"
"OUTAGAMIE COUNTY","VILLAGE OF LITTLE CHUTE - OUTAGAMIE COUNTY","45146","Village of Little Chute - Ward 6","WD-006","526"
"OUTAGAMIE COUNTY","VILLAGE OF LITTLE CHUTE - OUTAGAMIE COUNTY","45146","Village of Little Chute - Ward 7","WD-007","1131"
"OUTAGAMIE COUNTY","VILLAGE OF LITTLE CHUTE - OUTAGAMIE COUNTY","45146","Village of Little Chute - Ward 8","WD-008","563"
"OUTAGAMIE COUNTY","VILLAGE OF LITTLE CHUTE - OUTAGAMIE COUNTY","45146","Village of Little Chute - Ward 9","WD-009","786"
"OUTAGAMIE COUNTY","VILLAGE OF NICHOLS - OUTAGAMIE COUNTY","45155","Village of Nichols - Ward 1","WD-001","122"
"OUTAGAMIE COUNTY","VILLAGE OF SHIOCTON - OUTAGAMIE COUNTY","45181","Village of Shiocton - Ward 1","WD-001","484"
"OUTAGAMIE COUNTY","VILLAGE OF WRIGHTSTOWN - MULTIPLE COUNTIES","45191","Village of Wrightstown - Ward 4","WD-004","251"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 1","WD-001","1153"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 10","WD-010","1008"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 11","WD-011","801"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 12","WD-012","988"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 16","WD-016","618"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 17","WD-017","901"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 18","WD-018","495"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 19","WD-019","449"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 2","WD-002","1272"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 20","WD-020","1255"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 21","WD-021","631"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 22","WD-022","1544"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 23","WD-023","478"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 24","WD-024","824"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 26","WD-026","1437"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 27","WD-027","1196"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 28","WD-028","801"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 29","WD-029","1282"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 3","WD-003","483"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 30","WD-030","426"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 31","WD-031","791"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 32","WD-032","988"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 35","WD-035","1190"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 36","WD-036","830"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 37","WD-037","384"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 38","WD-038","337"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 39","WD-039","883"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 4","WD-004","972"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 40","WD-040","618"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 41","WD-041","1467"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 42","WD-042","1638"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 43","WD-043","1351"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 48","WD-048","3"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 49","WD-049","520"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 5","WD-005","932"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 50","WD-050","392"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 52","WD-052","91"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 53","WD-053","17"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 6","WD-006","236"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 7","WD-007","929"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 8","WD-008","879"
"OUTAGAMIE COUNTY","CITY OF APPLETON - MULTIPLE COUNTIES","45201","City of Appleton - Ward 9","WD-009","814"
"OUTAGAMIE COUNTY","CITY OF KAUKAUNA - MULTIPLE COUNTIES","45241","City of Kaukauna - Ward 1","WD-001","870"
"OUTAGAMIE COUNTY","CITY OF KAUKAUNA - MULTIPLE COUNTIES","45241","City of Kaukauna - Ward 10","WD-010","599"
"OUTAGAMIE COUNTY","CITY OF KAUKAUNA - MULTIPLE COUNTIES","45241","City of Kaukauna - Ward 11","WD-011","614"
"OUTAGAMIE COUNTY","CITY OF KAUKAUNA - MULTIPLE COUNTIES","45241","City of Kaukauna - Ward 13","WD-013","1"
"OUTAGAMIE COUNTY","CITY OF KAUKAUNA - MULTIPLE COUNTIES","45241","City Of Kaukauna - Ward 15","WD-015","19"
"OUTAGAMIE COUNTY","CITY OF KAUKAUNA - MULTIPLE COUNTIES","45241","City of Kaukauna - Ward 2","WD-002","1043"
"OUTAGAMIE COUNTY","CITY OF KAUKAUNA - MULTIPLE COUNTIES","45241","City of Kaukauna - Ward 3","WD-003","406"
"OUTAGAMIE COUNTY","CITY OF KAUKAUNA - MULTIPLE COUNTIES","45241","City of Kaukauna - Ward 4","WD-004","1202"
"OUTAGAMIE COUNTY","CITY OF KAUKAUNA - MULTIPLE COUNTIES","45241","City of Kaukauna - Ward 5","WD-005","1086"
"OUTAGAMIE COUNTY","CITY OF KAUKAUNA - MULTIPLE COUNTIES","45241","City of Kaukauna - Ward 6","WD-006","975"
"OUTAGAMIE COUNTY","CITY OF KAUKAUNA - MULTIPLE COUNTIES","45241","City of Kaukauna - Ward 7","WD-007","1293"
"OUTAGAMIE COUNTY","CITY OF KAUKAUNA - MULTIPLE COUNTIES","45241","City of Kaukauna - Ward 8","WD-008","814"
"OUTAGAMIE COUNTY","CITY OF KAUKAUNA - MULTIPLE COUNTIES","45241","City of Kaukauna - Ward 9","WD-009","797"
"OUTAGAMIE COUNTY","CITY OF NEW LONDON - MULTIPLE COUNTIES","45261","City of New London - Ward 10","WD-010","442"
"OUTAGAMIE COUNTY","CITY OF NEW LONDON - MULTIPLE COUNTIES","45261","City of New London - Ward 11","WD-011","324"
"OUTAGAMIE COUNTY","CITY OF SEYMOUR - OUTAGAMIE COUNTY","45281","City of Seymour - Ward 1","WD-001","209"
"OUTAGAMIE COUNTY","CITY OF SEYMOUR - OUTAGAMIE COUNTY","45281","City of Seymour - Ward 2","WD-002","479"
"OUTAGAMIE COUNTY","CITY OF SEYMOUR - OUTAGAMIE COUNTY","45281","City of Seymour - Ward 3","WD-003","375"
"OUTAGAMIE COUNTY","CITY OF SEYMOUR - OUTAGAMIE COUNTY","45281","City of Seymour - Ward 4","WD-004","279"
"OUTAGAMIE COUNTY","CITY OF SEYMOUR - OUTAGAMIE COUNTY","45281","City of Seymour - Ward 5","WD-005","418"
"OUTAGAMIE COUNTY","CITY OF SEYMOUR - OUTAGAMIE COUNTY","45281","City of Seymour - Ward 6","WD-006","240"
"OZAUKEE COUNTY","TOWN OF BELGIUM - OZAUKEE COUNTY","46002","Town of Belgium - Ward 1","WD-001","226"
"OZAUKEE COUNTY","TOWN OF BELGIUM - OZAUKEE COUNTY","46002","Town of Belgium - Ward 2","WD-002","498"
"OZAUKEE COUNTY","TOWN OF BELGIUM - OZAUKEE COUNTY","46002","Town of Belgium - Ward 3","WD-003","349"
"OZAUKEE COUNTY","TOWN OF CEDARBURG - OZAUKEE COUNTY","46004","Town of Cedarburg - Ward 1","WD-001","464"
"OZAUKEE COUNTY","TOWN OF CEDARBURG - OZAUKEE COUNTY","46004","Town of Cedarburg - Ward 10","WD-010","502"
"OZAUKEE COUNTY","TOWN OF CEDARBURG - OZAUKEE COUNTY","46004","Town of Cedarburg - Ward 2","WD-002","464"
"OZAUKEE COUNTY","TOWN OF CEDARBURG - OZAUKEE COUNTY","46004","Town of Cedarburg - Ward 3","WD-003","499"
"OZAUKEE COUNTY","TOWN OF CEDARBURG - OZAUKEE COUNTY","46004","Town of Cedarburg - Ward 4","WD-004","355"
"OZAUKEE COUNTY","TOWN OF CEDARBURG - OZAUKEE COUNTY","46004","Town of Cedarburg - Ward 5","WD-005","460"
"OZAUKEE COUNTY","TOWN OF CEDARBURG - OZAUKEE COUNTY","46004","Town of Cedarburg - Ward 6","WD-006","445"
"OZAUKEE COUNTY","TOWN OF CEDARBURG - OZAUKEE COUNTY","46004","Town of Cedarburg - Ward 7","WD-007","497"
"OZAUKEE COUNTY","TOWN OF CEDARBURG - OZAUKEE COUNTY","46004","Town of Cedarburg - Ward 8","WD-008","453"
"OZAUKEE COUNTY","TOWN OF CEDARBURG - OZAUKEE COUNTY","46004","Town of Cedarburg - Ward 9","WD-009","423"
"OZAUKEE COUNTY","TOWN OF FREDONIA - OZAUKEE COUNTY","46006","Town of Fredonia - Ward 1","WD-001","683"
"OZAUKEE COUNTY","TOWN OF FREDONIA - OZAUKEE COUNTY","46006","Town of Fredonia - Ward 2","WD-002","68"
"OZAUKEE COUNTY","TOWN OF FREDONIA - OZAUKEE COUNTY","46006","Town of Fredonia - Ward 3","WD-003","207"
"OZAUKEE COUNTY","TOWN OF FREDONIA - OZAUKEE COUNTY","46006","Town of Fredonia - Ward 4","WD-004","494"
"OZAUKEE COUNTY","TOWN OF GRAFTON - OZAUKEE COUNTY","46008","Town of Grafton - Ward 1","WD-001","397"
"OZAUKEE COUNTY","TOWN OF GRAFTON - OZAUKEE COUNTY","46008","Town of Grafton - Ward 2","WD-002","595"
"OZAUKEE COUNTY","TOWN OF GRAFTON - OZAUKEE COUNTY","46008","Town of Grafton - Ward 3","WD-003","548"
"OZAUKEE COUNTY","TOWN OF GRAFTON - OZAUKEE COUNTY","46008","Town of Grafton - Ward 4","WD-004","339"
"OZAUKEE COUNTY","TOWN OF GRAFTON - OZAUKEE COUNTY","46008","Town of Grafton - Ward 5","WD-005","616"
"OZAUKEE COUNTY","TOWN OF GRAFTON - OZAUKEE COUNTY","46008","Town Of Grafton - Ward 6","WD-006","650"
"OZAUKEE COUNTY","TOWN OF PORT WASHINGTON - OZAUKEE COUNTY","46012","Town of Port Washington - Ward 1","WD-001","553"
"OZAUKEE COUNTY","TOWN OF PORT WASHINGTON - OZAUKEE COUNTY","46012","Town of Port Washington - Ward 2","WD-002","554"
"OZAUKEE COUNTY","TOWN OF SAUKVILLE - OZAUKEE COUNTY","46014","Town of Saukville - Ward 1","WD-001","607"
"OZAUKEE COUNTY","TOWN OF SAUKVILLE - OZAUKEE COUNTY","46014","Town of Saukville - Ward 2","WD-002","686"
"OZAUKEE COUNTY","TOWN OF SAUKVILLE - OZAUKEE COUNTY","46014","Town of Saukville - Ward 3","WD-003","37"
"OZAUKEE COUNTY","VILLAGE OF BAYSIDE - MULTIPLE COUNTIES","46105","Village of Bayside - Ward 6","WD-006","89"
"OZAUKEE COUNTY","VILLAGE OF BELGIUM - OZAUKEE COUNTY","46106","Village of Belgium - Ward 1","WD-001","584"
"OZAUKEE COUNTY","VILLAGE OF BELGIUM - OZAUKEE COUNTY","46106","Village of Belgium - Ward 2","WD-002","373"
"OZAUKEE COUNTY","VILLAGE OF BELGIUM - OZAUKEE COUNTY","46106","Village of Belgium - Ward 3","WD-003","557"
"OZAUKEE COUNTY","VILLAGE OF FREDONIA - OZAUKEE COUNTY","46126","Village of Fredonia - Ward 1","WD-001","540"
"OZAUKEE COUNTY","VILLAGE OF FREDONIA - OZAUKEE COUNTY","46126","Village of Fredonia - Ward 2","WD-002","499"
"OZAUKEE COUNTY","VILLAGE OF FREDONIA - OZAUKEE COUNTY","46126","Village of Fredonia - Ward 3","WD-003","388"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 1","WD-001","746"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 10","WD-010","711"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 11","WD-011","468"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 12","WD-012","470"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 13","WD-013","561"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 14","WD-014","689"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 2","WD-002","523"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 3","WD-003","533"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 4","WD-004","524"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 5","WD-005","598"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 6","WD-006","579"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 7","WD-007","516"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 8","WD-008","554"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 9","WD-009","538"
"OZAUKEE COUNTY","VILLAGE OF NEWBURG - MULTIPLE COUNTIES","46161","Village of Newburg - Ward 3","WD-003","52"
"OZAUKEE COUNTY","VILLAGE OF SAUKVILLE - OZAUKEE COUNTY","46181","Village of Saukville - Ward 1","WD-001","481"
"OZAUKEE COUNTY","VILLAGE OF SAUKVILLE - OZAUKEE COUNTY","46181","Village of Saukville - Ward 2","WD-002","428"
"OZAUKEE COUNTY","VILLAGE OF SAUKVILLE - OZAUKEE COUNTY","46181","Village of Saukville - Ward 3","WD-003","366"
"OZAUKEE COUNTY","VILLAGE OF SAUKVILLE - OZAUKEE COUNTY","46181","Village of Saukville - Ward 4","WD-004","187"
"OZAUKEE COUNTY","VILLAGE OF SAUKVILLE - OZAUKEE COUNTY","46181","Village of Saukville - Ward 5","WD-005","226"
"OZAUKEE COUNTY","VILLAGE OF SAUKVILLE - OZAUKEE COUNTY","46181","Village of Saukville - Ward 6","WD-006","536"
"OZAUKEE COUNTY","VILLAGE OF SAUKVILLE - OZAUKEE COUNTY","46181","Village of Saukville - Ward 7","WD-007","320"
"OZAUKEE COUNTY","VILLAGE OF THIENSVILLE - OZAUKEE COUNTY","46186","Village of Thiensville - Ward 1","WD-001","678"
"OZAUKEE COUNTY","VILLAGE OF THIENSVILLE - OZAUKEE COUNTY","46186","Village of Thiensville - Ward 2","WD-002","598"
"OZAUKEE COUNTY","VILLAGE OF THIENSVILLE - OZAUKEE COUNTY","46186","Village of Thiensville - Ward 3","WD-003","474"
"OZAUKEE COUNTY","VILLAGE OF THIENSVILLE - OZAUKEE COUNTY","46186","Village of Thiensville - Ward 4","WD-004","475"
"OZAUKEE COUNTY","CITY OF CEDARBURG - OZAUKEE COUNTY","46211","City of Cedarburg - Ward 1","WD-001","1472"
"OZAUKEE COUNTY","CITY OF CEDARBURG - OZAUKEE COUNTY","46211","City of Cedarburg - Ward 2","WD-002","1194"
"OZAUKEE COUNTY","CITY OF CEDARBURG - OZAUKEE COUNTY","46211","City of Cedarburg - Ward 3","WD-003","1152"
"OZAUKEE COUNTY","CITY OF CEDARBURG - OZAUKEE COUNTY","46211","City of Cedarburg - Ward 4","WD-004","1146"
"OZAUKEE COUNTY","CITY OF CEDARBURG - OZAUKEE COUNTY","46211","City of Cedarburg - Ward 5","WD-005","1243"
"OZAUKEE COUNTY","CITY OF CEDARBURG - OZAUKEE COUNTY","46211","City of Cedarburg - Ward 6","WD-006","1274"
"OZAUKEE COUNTY","CITY OF CEDARBURG - OZAUKEE COUNTY","46211","City of Cedarburg - Ward 7","WD-007","1340"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 1","WD-001","697"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 10","WD-010","441"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 11","WD-011","486"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City Of Mequon - Ward 11a","WD-11A","124"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 12","WD-012","552"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 13","WD-013","904"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 14","WD-014","453"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 15","WD-015","466"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 16","WD-016","1299"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 17","WD-017","922"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 18","WD-018","1432"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 19","WD-019","1027"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 2","WD-002","732"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 20","WD-020","1403"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City Of Mequon - Ward 2a","WD-02A","316"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 3","WD-003","517"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 4","WD-004","1035"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 5","WD-005","1441"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 6","WD-006","778"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City Of Mequon - Ward 7","WD-007","837"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 8","WD-008","679"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 9","WD-009","1311"
"OZAUKEE COUNTY","CITY OF PORT WASHINGTON - OZAUKEE COUNTY","46271","City of Port Washington - Ward 1","WD-001","1160"
"OZAUKEE COUNTY","CITY OF PORT WASHINGTON - OZAUKEE COUNTY","46271","City of Port Washington - Ward 2","WD-002","1160"
"OZAUKEE COUNTY","CITY OF PORT WASHINGTON - OZAUKEE COUNTY","46271","City of Port Washington - Ward 3","WD-003","1106"
"OZAUKEE COUNTY","CITY OF PORT WASHINGTON - OZAUKEE COUNTY","46271","City of Port Washington - Ward 4","WD-004","1215"
"OZAUKEE COUNTY","CITY OF PORT WASHINGTON - OZAUKEE COUNTY","46271","City of Port Washington - Ward 5","WD-005","1137"
"OZAUKEE COUNTY","CITY OF PORT WASHINGTON - OZAUKEE COUNTY","46271","City of Port Washington - Ward 6","WD-006","964"
"OZAUKEE COUNTY","CITY OF PORT WASHINGTON - OZAUKEE COUNTY","46271","City of Port Washington - Ward 7","WD-007","1167"
"OZAUKEE COUNTY","CITY OF PORT WASHINGTON - OZAUKEE COUNTY","46271","City Of Port Washington - Ward 8","WD-008","11"
"PEPIN COUNTY","TOWN OF ALBANY - PEPIN COUNTY","47002","Town of Albany - Ward 1","WD-001","339"
"PEPIN COUNTY","TOWN OF ALBANY - PEPIN COUNTY","47002","Town Of Albany - Ward 2","WD-002","31"
"PEPIN COUNTY","TOWN OF DURAND - PEPIN COUNTY","47004","Town of Durand - Ward 1","WD-001","241"
"PEPIN COUNTY","TOWN OF DURAND - PEPIN COUNTY","47004","Town of Durand - Ward 2","WD-002","191"
"PEPIN COUNTY","TOWN OF FRANKFORT - PEPIN COUNTY","47006","Town of Frankfort - Ward 1","WD-001","175"
"PEPIN COUNTY","TOWN OF FRANKFORT - PEPIN COUNTY","47006","Town Of Frankfort - Ward 2","WD-002","24"
"PEPIN COUNTY","TOWN OF LIMA - PEPIN COUNTY","47008","Town of Lima - Ward 1","WD-001","238"
"PEPIN COUNTY","TOWN OF LIMA - PEPIN COUNTY","47008","Town of Lima - Ward 2","WD-002","106"
"PEPIN COUNTY","TOWN OF PEPIN - PEPIN COUNTY","47010","Town of Pepin - Ward 1","WD-001","279"
"PEPIN COUNTY","TOWN OF PEPIN - PEPIN COUNTY","47010","Town of Pepin - Ward 2","WD-002","194"
"PEPIN COUNTY","TOWN OF STOCKHOLM - PEPIN COUNTY","47012","Town of Stockholm - Ward 1","WD-001","161"
"PEPIN COUNTY","TOWN OF WATERVILLE - PEPIN COUNTY","47014","Town of Waterville - Ward 1","WD-001","274"
"PEPIN COUNTY","TOWN OF WATERVILLE - PEPIN COUNTY","47014","Town of Waterville - Ward 2","WD-002","211"
"PEPIN COUNTY","TOWN OF WAUBEEK - PEPIN COUNTY","47016","Town of Waubeek - Ward 1","WD-001","190"
"PEPIN COUNTY","TOWN OF WAUBEEK - PEPIN COUNTY","47016","Town Of Waubeek - Ward 2","WD-002","83"
"PEPIN COUNTY","VILLAGE OF PEPIN - PEPIN COUNTY","47171","Village of Pepin - Ward 1","WD-001","413"
"PEPIN COUNTY","VILLAGE OF PEPIN - PEPIN COUNTY","47171","Village of Pepin - Ward 2","WD-002","87"
"PEPIN COUNTY","VILLAGE OF STOCKHOLM - PEPIN COUNTY","47181","Village of Stockholm - Ward 1","WD-001","75"
"PEPIN COUNTY","CITY OF DURAND - PEPIN COUNTY","47216","City of Durand - Ward 1","WD-001","325"
"PEPIN COUNTY","CITY OF DURAND - PEPIN COUNTY","47216","City of Durand - Ward 2","WD-002","365"
"PEPIN COUNTY","CITY OF DURAND - PEPIN COUNTY","47216","City of Durand - Ward 3","WD-003","334"
"PIERCE COUNTY","TOWN OF CLIFTON - PIERCE COUNTY","48002","Town of Clifton - Ward 1","WD-001","349"
"PIERCE COUNTY","TOWN OF CLIFTON - PIERCE COUNTY","48002","Town of Clifton - Ward 2","WD-002","474"
"PIERCE COUNTY","TOWN OF CLIFTON - PIERCE COUNTY","48002","Town of Clifton - Ward 3","WD-003","371"
"PIERCE COUNTY","TOWN OF CLIFTON - PIERCE COUNTY","48002","Town Of Clifton - Ward 4","WD-004","416"
"PIERCE COUNTY","TOWN OF DIAMOND BLUFF - PIERCE COUNTY","48004","Town of Diamond Bluff - Ward 1","WD-001","322"
"PIERCE COUNTY","TOWN OF ELLSWORTH - PIERCE COUNTY","48006","Town of Ellsworth - Ward 1","WD-001","637"
"PIERCE COUNTY","TOWN OF ELLSWORTH - PIERCE COUNTY","48006","Town of Ellsworth - Ward 2","WD-002","93"
"PIERCE COUNTY","TOWN OF EL PASO - PIERCE COUNTY","48008","Town of El Paso - Ward 1","WD-001","467"
"PIERCE COUNTY","TOWN OF GILMAN - PIERCE COUNTY","48010","Town of Gilman - Ward 1","WD-001","648"
"PIERCE COUNTY","TOWN OF HARTLAND - PIERCE COUNTY","48012","Town of Hartland - Ward 1","WD-001","545"
"PIERCE COUNTY","TOWN OF ISABELLE - PIERCE COUNTY","48014","Town of Isabelle - Ward 1","WD-001","179"
