"County","Muni","HINDI","ward","WardCode","VoterCount"
"WAUKESHA COUNTY","VILLAGE OF LAC LA BELLE - MULTIPLE COUNTIES","68146","Village of Lac la Belle - Ward 1","WD-001","241"
"WAUKESHA COUNTY","VILLAGE OF LANNON - WAUKESHA COUNTY","68147","Village of Lannon - Ward 1","WD-001","709"
"WAUKESHA COUNTY","VILLAGE OF LANNON - WAUKESHA COUNTY","68147","Village of Lannon - Ward 2","WD-002","525"
"WAUKESHA COUNTY","VILLAGE OF LISBON - WAUKESHA COUNTY","68149","Village Of Lisbon - Ward 1","WD-001","1217"
"WAUKESHA COUNTY","VILLAGE OF LISBON - WAUKESHA COUNTY","68149","Village Of Lisbon - Ward 2","WD-002","1014"
"WAUKESHA COUNTY","VILLAGE OF LISBON - WAUKESHA COUNTY","68149","Village Of Lisbon - Ward 3","WD-003","762"
"WAUKESHA COUNTY","VILLAGE OF LISBON - WAUKESHA COUNTY","68149","Village Of Lisbon - Ward 4","WD-004","1454"
"WAUKESHA COUNTY","VILLAGE OF LISBON - WAUKESHA COUNTY","68149","Village Of Lisbon - Ward 5","WD-005","1143"
"WAUKESHA COUNTY","VILLAGE OF LISBON - WAUKESHA COUNTY","68149","Village Of Lisbon - Ward 6","WD-006","1434"
"WAUKESHA COUNTY","VILLAGE OF LISBON - WAUKESHA COUNTY","68149","Village Of Lisbon - Ward 7","WD-007","478"
"WAUKESHA COUNTY","VILLAGE OF LISBON - WAUKESHA COUNTY","68149","Village Of Lisbon - Ward 8","WD-008","192"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 1","WD-001","639"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 10","WD-010","1235"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 11","WD-011","1319"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 12","WD-012","918"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 13","WD-013","1177"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 14","WD-014","1100"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 15","WD-015","1159"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 16","WD-016","1132"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 17","WD-017","1166"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 18","WD-018","1264"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 19","WD-019","1003"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 2","WD-002","1041"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 20","WD-020","929"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 21","WD-021","979"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 22","WD-022","932"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 23","WD-023","1212"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village Of Menomonee Falls - Ward 24","WD-024","1241"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village Of Menomonee Falls - Ward 25","WD-025","607"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village Of Menomonee Falls - Ward 26","WD-026","396"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 3","WD-003","1052"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 4","WD-004","1032"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 5","WD-005","1081"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 6","WD-006","989"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 7","WD-007","1032"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 8","WD-008","1019"
"WAUKESHA COUNTY","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","68151","Village of Menomonee Falls - Ward 9","WD-009","749"
"WAUKESHA COUNTY","VILLAGE OF MERTON - WAUKESHA COUNTY","68152","Village of Merton - Ward 1","WD-001","593"
"WAUKESHA COUNTY","VILLAGE OF MERTON - WAUKESHA COUNTY","68152","Village of Merton - Ward 2","WD-002","686"
"WAUKESHA COUNTY","VILLAGE OF MERTON - WAUKESHA COUNTY","68152","Village of Merton - Ward 3","WD-003","638"
"WAUKESHA COUNTY","VILLAGE OF MERTON - WAUKESHA COUNTY","68152","Village of Merton - Ward 4","WD-004","494"
"WAUKESHA COUNTY","VILLAGE OF MUKWONAGO - MULTIPLE COUNTIES","68153","Village of Mukwonago - Ward 1","WD-001","416"
"WAUKESHA COUNTY","VILLAGE OF MUKWONAGO - MULTIPLE COUNTIES","68153","Village of Mukwonago - Ward 10","WD-010","595"
"WAUKESHA COUNTY","VILLAGE OF MUKWONAGO - MULTIPLE COUNTIES","68153","Village of Mukwonago - Ward 2","WD-002","482"
"WAUKESHA COUNTY","VILLAGE OF MUKWONAGO - MULTIPLE COUNTIES","68153","Village of Mukwonago - Ward 3","WD-003","519"
"WAUKESHA COUNTY","VILLAGE OF MUKWONAGO - MULTIPLE COUNTIES","68153","Village of Mukwonago - Ward 4","WD-004","566"
"WAUKESHA COUNTY","VILLAGE OF MUKWONAGO - MULTIPLE COUNTIES","68153","Village of Mukwonago - Ward 5","WD-005","609"
"WAUKESHA COUNTY","VILLAGE OF MUKWONAGO - MULTIPLE COUNTIES","68153","Village of Mukwonago - Ward 6","WD-006","547"
"WAUKESHA COUNTY","VILLAGE OF MUKWONAGO - MULTIPLE COUNTIES","68153","Village of Mukwonago - Ward 7","WD-007","193"
"WAUKESHA COUNTY","VILLAGE OF MUKWONAGO - MULTIPLE COUNTIES","68153","Village of Mukwonago - Ward 8","WD-008","593"
"WAUKESHA COUNTY","VILLAGE OF MUKWONAGO - MULTIPLE COUNTIES","68153","Village of Mukwonago - Ward 9","WD-009","679"
"WAUKESHA COUNTY","VILLAGE OF NASHOTAH - WAUKESHA COUNTY","68158","Village of Nashotah - Ward 1","WD-001","340"
"WAUKESHA COUNTY","VILLAGE OF NASHOTAH - WAUKESHA COUNTY","68158","Village of Nashotah - Ward 2","WD-002","635"
"WAUKESHA COUNTY","VILLAGE OF NORTH PRAIRIE - WAUKESHA COUNTY","68161","Village of North Prairie - Ward 1","WD-001","420"
"WAUKESHA COUNTY","VILLAGE OF NORTH PRAIRIE - WAUKESHA COUNTY","68161","Village of North Prairie - Ward 2","WD-002","664"
"WAUKESHA COUNTY","VILLAGE OF NORTH PRAIRIE - WAUKESHA COUNTY","68161","Village of North Prairie - Ward 3","WD-003","446"
"WAUKESHA COUNTY","VILLAGE OF OCONOMOWOC LAKE - WAUKESHA COUNTY","68166","Village of Oconomowoc Lake - Ward 1","WD-001","438"
"WAUKESHA COUNTY","VILLAGE OF PEWAUKEE - WAUKESHA COUNTY","68171","Village of Pewaukee - Ward 1","WD-001","611"
"WAUKESHA COUNTY","VILLAGE OF PEWAUKEE - WAUKESHA COUNTY","68171","Village of Pewaukee - Ward 10","WD-010","456"
"WAUKESHA COUNTY","VILLAGE OF PEWAUKEE - WAUKESHA COUNTY","68171","Village of Pewaukee - Ward 2","WD-002","575"
"WAUKESHA COUNTY","VILLAGE OF PEWAUKEE - WAUKESHA COUNTY","68171","Village of Pewaukee - Ward 3","WD-003","606"
"WAUKESHA COUNTY","VILLAGE OF PEWAUKEE - WAUKESHA COUNTY","68171","Village of Pewaukee - Ward 4","WD-004","554"
"WAUKESHA COUNTY","VILLAGE OF PEWAUKEE - WAUKESHA COUNTY","68171","Village of Pewaukee - Ward 5","WD-005","561"
"WAUKESHA COUNTY","VILLAGE OF PEWAUKEE - WAUKESHA COUNTY","68171","Village of Pewaukee - Ward 6","WD-006","404"
"WAUKESHA COUNTY","VILLAGE OF PEWAUKEE - WAUKESHA COUNTY","68171","Village of Pewaukee - Ward 7","WD-007","379"
"WAUKESHA COUNTY","VILLAGE OF PEWAUKEE - WAUKESHA COUNTY","68171","Village of Pewaukee - Ward 8","WD-008","451"
"WAUKESHA COUNTY","VILLAGE OF PEWAUKEE - WAUKESHA COUNTY","68171","Village of Pewaukee - Ward 9","WD-009","473"
"WAUKESHA COUNTY","VILLAGE OF SUMMIT - WAUKESHA COUNTY","68172","Village of Summit - Ward 1","WD-001","607"
"WAUKESHA COUNTY","VILLAGE OF SUMMIT - WAUKESHA COUNTY","68172","Village of Summit - Ward 2","WD-002","1028"
"WAUKESHA COUNTY","VILLAGE OF SUMMIT - WAUKESHA COUNTY","68172","Village of Summit - Ward 3","WD-003","575"
"WAUKESHA COUNTY","VILLAGE OF SUMMIT - WAUKESHA COUNTY","68172","Village of Summit - Ward 4","WD-004","533"
"WAUKESHA COUNTY","VILLAGE OF SUMMIT - WAUKESHA COUNTY","68172","Village of Summit - Ward 5","WD-005","625"
"WAUKESHA COUNTY","VILLAGE OF SUMMIT - WAUKESHA COUNTY","68172","Village of Summit - Ward 6","WD-006","522"
"WAUKESHA COUNTY","VILLAGE OF SUSSEX - WAUKESHA COUNTY","68181","Village of Sussex - Ward 1","WD-001","1097"
"WAUKESHA COUNTY","VILLAGE OF SUSSEX - WAUKESHA COUNTY","68181","Village of Sussex - Ward 10","WD-010","2"
"WAUKESHA COUNTY","VILLAGE OF SUSSEX - WAUKESHA COUNTY","68181","Village Of Sussex - Ward 11","WD-011","2"
"WAUKESHA COUNTY","VILLAGE OF SUSSEX - WAUKESHA COUNTY","68181","Village of Sussex - Ward 2","WD-002","1177"
"WAUKESHA COUNTY","VILLAGE OF SUSSEX - WAUKESHA COUNTY","68181","Village of Sussex - Ward 3","WD-003","1072"
"WAUKESHA COUNTY","VILLAGE OF SUSSEX - WAUKESHA COUNTY","68181","Village of Sussex - Ward 4","WD-004","927"
"WAUKESHA COUNTY","VILLAGE OF SUSSEX - WAUKESHA COUNTY","68181","Village of Sussex - Ward 5","WD-005","1485"
"WAUKESHA COUNTY","VILLAGE OF SUSSEX - WAUKESHA COUNTY","68181","Village of Sussex - Ward 6","WD-006","1169"
"WAUKESHA COUNTY","VILLAGE OF SUSSEX - WAUKESHA COUNTY","68181","Village of Sussex - Ward 7","WD-007","962"
"WAUKESHA COUNTY","VILLAGE OF SUSSEX - WAUKESHA COUNTY","68181","Village of Sussex - Ward 8","WD-008","151"
"WAUKESHA COUNTY","VILLAGE OF SUSSEX - WAUKESHA COUNTY","68181","Village of Sussex - Ward 9","WD-009","4"
"WAUKESHA COUNTY","VILLAGE OF VERNON - WAUKESHA COUNTY","68186","Village Of Vernon - Ward 1","WD-001","381"
"WAUKESHA COUNTY","VILLAGE OF VERNON - WAUKESHA COUNTY","68186","Village Of Vernon - Ward 10","WD-010","298"
"WAUKESHA COUNTY","VILLAGE OF VERNON - WAUKESHA COUNTY","68186","Village Of Vernon - Ward 11","WD-011","436"
"WAUKESHA COUNTY","VILLAGE OF VERNON - WAUKESHA COUNTY","68186","Village Of Vernon - Ward 2","WD-002","524"
"WAUKESHA COUNTY","VILLAGE OF VERNON - WAUKESHA COUNTY","68186","Village Of Vernon - Ward 3","WD-003","578"
"WAUKESHA COUNTY","VILLAGE OF VERNON - WAUKESHA COUNTY","68186","Village Of Vernon - Ward 4","WD-004","613"
"WAUKESHA COUNTY","VILLAGE OF VERNON - WAUKESHA COUNTY","68186","Village Of Vernon - Ward 5","WD-005","671"
"WAUKESHA COUNTY","VILLAGE OF VERNON - WAUKESHA COUNTY","68186","Village Of Vernon - Ward 6","WD-006","260"
"WAUKESHA COUNTY","VILLAGE OF VERNON - WAUKESHA COUNTY","68186","Village Of Vernon - Ward 7","WD-007","720"
"WAUKESHA COUNTY","VILLAGE OF VERNON - WAUKESHA COUNTY","68186","Village Of Vernon - Ward 8","WD-008","625"
"WAUKESHA COUNTY","VILLAGE OF VERNON - WAUKESHA COUNTY","68186","Village Of Vernon - Ward 9","WD-009","483"
"WAUKESHA COUNTY","VILLAGE OF WALES - WAUKESHA COUNTY","68191","Village of Wales - Ward 1","WD-001","547"
"WAUKESHA COUNTY","VILLAGE OF WALES - WAUKESHA COUNTY","68191","Village of Wales - Ward 2","WD-002","509"
"WAUKESHA COUNTY","VILLAGE OF WALES - WAUKESHA COUNTY","68191","Village of Wales - Ward 3","WD-003","570"
"WAUKESHA COUNTY","VILLAGE OF WALES - WAUKESHA COUNTY","68191","Village of Wales - Ward 4","WD-004","442"
"WAUKESHA COUNTY","VILLAGE OF WAUKESHA - WAUKESHA COUNTY","68195","Village Of Waukesha - Ward 1","WD-001","348"
"WAUKESHA COUNTY","VILLAGE OF WAUKESHA - WAUKESHA COUNTY","68195","Village Of Waukesha - Ward 10","WD-010","612"
"WAUKESHA COUNTY","VILLAGE OF WAUKESHA - WAUKESHA COUNTY","68195","Village Of Waukesha - Ward 11","WD-011","584"
"WAUKESHA COUNTY","VILLAGE OF WAUKESHA - WAUKESHA COUNTY","68195","Village Of Waukesha - Ward 2","WD-002","488"
"WAUKESHA COUNTY","VILLAGE OF WAUKESHA - WAUKESHA COUNTY","68195","Village Of Waukesha - Ward 3","WD-003","564"
"WAUKESHA COUNTY","VILLAGE OF WAUKESHA - WAUKESHA COUNTY","68195","Village Of Waukesha - Ward 4","WD-004","670"
"WAUKESHA COUNTY","VILLAGE OF WAUKESHA - WAUKESHA COUNTY","68195","Village Of Waukesha - Ward 5","WD-005","526"
"WAUKESHA COUNTY","VILLAGE OF WAUKESHA - WAUKESHA COUNTY","68195","Village Of Waukesha - Ward 6","WD-006","665"
"WAUKESHA COUNTY","VILLAGE OF WAUKESHA - WAUKESHA COUNTY","68195","Village Of Waukesha - Ward 7","WD-007","549"
"WAUKESHA COUNTY","VILLAGE OF WAUKESHA - WAUKESHA COUNTY","68195","Village Of Waukesha - Ward 8","WD-008","532"
"WAUKESHA COUNTY","VILLAGE OF WAUKESHA - WAUKESHA COUNTY","68195","Village Of Waukesha - Ward 9","WD-009","695"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 01","WD-001","1478"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 02","WD-002","1485"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 03","WD-003","1311"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 04","WD-004","1347"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 05","WD-005","1354"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 06","WD-006","1445"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 07","WD-007","1102"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 08","WD-008","1354"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 09","WD-009","1469"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 10","WD-010","1259"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 11","WD-011","1314"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 12","WD-012","1190"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 13","WD-013","1076"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 14","WD-014","1160"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 15","WD-015","1514"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 16","WD-016","716"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 17","WD-017","1680"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 18","WD-018","1662"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 19","WD-019","1066"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 20","WD-020","1472"
"WAUKESHA COUNTY","CITY OF BROOKFIELD - WAUKESHA COUNTY","68206","City of Brookfield - Ward 21","WD-021","1373"
"WAUKESHA COUNTY","CITY OF DELAFIELD - WAUKESHA COUNTY","68216","City of Delafield - Ward 1","WD-001","305"
"WAUKESHA COUNTY","CITY OF DELAFIELD - WAUKESHA COUNTY","68216","City of Delafield - Ward 10","WD-010","129"
"WAUKESHA COUNTY","CITY OF DELAFIELD - WAUKESHA COUNTY","68216","City of Delafield - Ward 11","WD-011","519"
"WAUKESHA COUNTY","CITY OF DELAFIELD - WAUKESHA COUNTY","68216","City of Delafield - Ward 12","WD-012","272"
"WAUKESHA COUNTY","CITY OF DELAFIELD - WAUKESHA COUNTY","68216","City of Delafield - Ward 13","WD-013","436"
"WAUKESHA COUNTY","CITY OF DELAFIELD - WAUKESHA COUNTY","68216","City of Delafield - Ward 14","WD-014","303"
"WAUKESHA COUNTY","CITY OF DELAFIELD - WAUKESHA COUNTY","68216","City of Delafield - Ward 2","WD-002","523"
"WAUKESHA COUNTY","CITY OF DELAFIELD - WAUKESHA COUNTY","68216","City of Delafield - Ward 3","WD-003","289"
"WAUKESHA COUNTY","CITY OF DELAFIELD - WAUKESHA COUNTY","68216","City of Delafield - Ward 4","WD-004","481"
"WAUKESHA COUNTY","CITY OF DELAFIELD - WAUKESHA COUNTY","68216","City of Delafield - Ward 5","WD-005","301"
"WAUKESHA COUNTY","CITY OF DELAFIELD - WAUKESHA COUNTY","68216","City of Delafield - Ward 6","WD-006","498"
"WAUKESHA COUNTY","CITY OF DELAFIELD - WAUKESHA COUNTY","68216","City of Delafield - Ward 7","WD-007","425"
"WAUKESHA COUNTY","CITY OF DELAFIELD - WAUKESHA COUNTY","68216","City of Delafield - Ward 8","WD-008","298"
"WAUKESHA COUNTY","CITY OF DELAFIELD - WAUKESHA COUNTY","68216","City of Delafield - Ward 9","WD-009","488"
"WAUKESHA COUNTY","CITY OF MUSKEGO - WAUKESHA COUNTY","68251","City of Muskego - Ward 1","WD-001","488"
"WAUKESHA COUNTY","CITY OF MUSKEGO - WAUKESHA COUNTY","68251","City of Muskego - Ward 10","WD-010","1031"
"WAUKESHA COUNTY","CITY OF MUSKEGO - WAUKESHA COUNTY","68251","City of Muskego - Ward 11","WD-011","1096"
"WAUKESHA COUNTY","CITY OF MUSKEGO - WAUKESHA COUNTY","68251","City of Muskego - Ward 12","WD-012","1408"
"WAUKESHA COUNTY","CITY OF MUSKEGO - WAUKESHA COUNTY","68251","City of Muskego - Ward 13","WD-013","845"
"WAUKESHA COUNTY","CITY OF MUSKEGO - WAUKESHA COUNTY","68251","City of Muskego - Ward 14","WD-014","1335"
"WAUKESHA COUNTY","CITY OF MUSKEGO - WAUKESHA COUNTY","68251","City of Muskego - Ward 15","WD-015","1108"
"WAUKESHA COUNTY","CITY OF MUSKEGO - WAUKESHA COUNTY","68251","City of Muskego - Ward 16","WD-016","1045"
"WAUKESHA COUNTY","CITY OF MUSKEGO - WAUKESHA COUNTY","68251","City Of Muskego - Ward 17","WD-017","197"
"WAUKESHA COUNTY","CITY OF MUSKEGO - WAUKESHA COUNTY","68251","City Of Muskego - Ward 18","WD-018","143"
"WAUKESHA COUNTY","CITY OF MUSKEGO - WAUKESHA COUNTY","68251","City Of Muskego - Ward 19","WD-019","192"
"WAUKESHA COUNTY","CITY OF MUSKEGO - WAUKESHA COUNTY","68251","City of Muskego - Ward 2","WD-002","849"
"WAUKESHA COUNTY","CITY OF MUSKEGO - WAUKESHA COUNTY","68251","City of Muskego - Ward 3","WD-003","895"
"WAUKESHA COUNTY","CITY OF MUSKEGO - WAUKESHA COUNTY","68251","City of Muskego - Ward 4","WD-004","1127"
"WAUKESHA COUNTY","CITY OF MUSKEGO - WAUKESHA COUNTY","68251","City of Muskego - Ward 5","WD-005","1174"
"WAUKESHA COUNTY","CITY OF MUSKEGO - WAUKESHA COUNTY","68251","City of Muskego - Ward 6","WD-006","1092"
"WAUKESHA COUNTY","CITY OF MUSKEGO - WAUKESHA COUNTY","68251","City of Muskego - Ward 7","WD-007","1038"
"WAUKESHA COUNTY","CITY OF MUSKEGO - WAUKESHA COUNTY","68251","City of Muskego - Ward 8","WD-008","1122"
"WAUKESHA COUNTY","CITY OF MUSKEGO - WAUKESHA COUNTY","68251","City of Muskego - Ward 9","WD-009","1111"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 1","WD-001","1488"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 10","WD-010","902"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 11","WD-011","1895"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 12","WD-012","1408"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 13","WD-013","1099"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 14","WD-014","1084"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 15","WD-015","2115"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 16","WD-016","1095"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 17","WD-017","1411"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 18","WD-018","1827"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 19","WD-019","1113"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 2","WD-002","1206"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 20","WD-020","1411"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 21","WD-021","1698"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 3","WD-003","1342"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 4","WD-004","1344"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 5","WD-005","1653"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 6","WD-006","855"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 7","WD-007","1616"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 8","WD-008","1006"
"WAUKESHA COUNTY","CITY OF NEW BERLIN - WAUKESHA COUNTY","68261","City of New Berlin - Ward 9","WD-009","966"
"WAUKESHA COUNTY","CITY OF OCONOMOWOC - WAUKESHA COUNTY","68265","City of Oconomowoc - Ward 1","WD-001","1264"
"WAUKESHA COUNTY","CITY OF OCONOMOWOC - WAUKESHA COUNTY","68265","City of Oconomowoc - Ward 10","WD-010","1146"
"WAUKESHA COUNTY","CITY OF OCONOMOWOC - WAUKESHA COUNTY","68265","City of Oconomowoc - Ward 11","WD-011","1303"
"WAUKESHA COUNTY","CITY OF OCONOMOWOC - WAUKESHA COUNTY","68265","City of Oconomowoc - Ward 12","WD-012","652"
"WAUKESHA COUNTY","CITY OF OCONOMOWOC - WAUKESHA COUNTY","68265","City of Oconomowoc - Ward 2","WD-002","1140"
"WAUKESHA COUNTY","CITY OF OCONOMOWOC - WAUKESHA COUNTY","68265","City of Oconomowoc - Ward 3","WD-003","953"
"WAUKESHA COUNTY","CITY OF OCONOMOWOC - WAUKESHA COUNTY","68265","City of Oconomowoc - Ward 4","WD-004","829"
"WAUKESHA COUNTY","CITY OF OCONOMOWOC - WAUKESHA COUNTY","68265","City of Oconomowoc - Ward 5","WD-005","1418"
"WAUKESHA COUNTY","CITY OF OCONOMOWOC - WAUKESHA COUNTY","68265","City of Oconomowoc - Ward 6","WD-006","951"
