"County","Muni","HINDI","ward","WardCode","VoterCount"
"GRANT COUNTY","TOWN OF PARIS - GRANT COUNTY","22046","Town of Paris - Ward 1","WD-001","277"
"GRANT COUNTY","TOWN OF PARIS - GRANT COUNTY","22046","Town of Paris - Ward 2","WD-002","191"
"GRANT COUNTY","TOWN OF PATCH GROVE - GRANT COUNTY","22048","Town of Patch Grove - Ward 1","WD-001","182"
"GRANT COUNTY","TOWN OF PLATTEVILLE - GRANT COUNTY","22050","Town of Platteville - Ward 1","WD-001","396"
"GRANT COUNTY","TOWN OF PLATTEVILLE - GRANT COUNTY","22050","Town of Platteville - Ward 2","WD-002","537"
"GRANT COUNTY","TOWN OF POTOSI - GRANT COUNTY","22052","Town of Potosi - Ward 1","WD-001","60"
"GRANT COUNTY","TOWN OF POTOSI - GRANT COUNTY","22052","Town Of Potosi - Ward 2","WD-002","444"
"GRANT COUNTY","TOWN OF SMELSER - GRANT COUNTY","22054","Town of Smelser - Ward 1","WD-001","84"
"GRANT COUNTY","TOWN OF SMELSER - GRANT COUNTY","22054","Town of Smelser - Ward 2","WD-002","425"
"GRANT COUNTY","TOWN OF SOUTH LANCASTER - GRANT COUNTY","22056","Town of South Lancaster - Ward 1","WD-001","363"
"GRANT COUNTY","TOWN OF SOUTH LANCASTER - GRANT COUNTY","22056","Town of South Lancaster - Ward 2","WD-002","52"
"GRANT COUNTY","TOWN OF WATERLOO - GRANT COUNTY","22058","Town of Waterloo - Ward 1","WD-001","351"
"GRANT COUNTY","TOWN OF WATTERSTOWN - GRANT COUNTY","22060","Town of Watterstown - Ward 1","WD-001","59"
"GRANT COUNTY","TOWN OF WATTERSTOWN - GRANT COUNTY","22060","Town of Watterstown - Ward 2","WD-002","157"
"GRANT COUNTY","TOWN OF WINGVILLE - GRANT COUNTY","22062","Town of Wingville - Ward 1","WD-001","194"
"GRANT COUNTY","TOWN OF WOODMAN - GRANT COUNTY","22064","Town of Woodman - Ward 1","WD-001","97"
"GRANT COUNTY","TOWN OF WYALUSING - GRANT COUNTY","22066","Town of Wyalusing - Ward 1","WD-001","206"
"GRANT COUNTY","VILLAGE OF BAGLEY - GRANT COUNTY","22106","Village of Bagley - Ward 1","WD-001","219"
"GRANT COUNTY","VILLAGE OF BLOOMINGTON - GRANT COUNTY","22107","Village of Bloomington - Ward 1","WD-001","385"
"GRANT COUNTY","VILLAGE OF BLUE RIVER - GRANT COUNTY","22108","Village of Blue River - Ward 1","WD-001","225"
"GRANT COUNTY","VILLAGE OF CASSVILLE - GRANT COUNTY","22111","Village of Cassville - Ward 1","WD-001","464"
"GRANT COUNTY","VILLAGE OF CASSVILLE - GRANT COUNTY","22111","Village of Cassville - Ward 2","WD-002","38"
"GRANT COUNTY","VILLAGE OF DICKEYVILLE - GRANT COUNTY","22116","Village of Dickeyville - Ward 1","WD-001","410"
"GRANT COUNTY","VILLAGE OF DICKEYVILLE - GRANT COUNTY","22116","Village of Dickeyville - Ward 2","WD-002","203"
"GRANT COUNTY","VILLAGE OF HAZEL GREEN - MULTIPLE COUNTIES","22136","Village of Hazel Green - Ward 1","WD-001","303"
"GRANT COUNTY","VILLAGE OF HAZEL GREEN - MULTIPLE COUNTIES","22136","Village of Hazel Green - Ward 2","WD-002","312"
"GRANT COUNTY","VILLAGE OF LIVINGSTON - MULTIPLE COUNTIES","22147","Village of Livingston - Ward 1","WD-001","356"
"GRANT COUNTY","VILLAGE OF MONTFORT - MULTIPLE COUNTIES","22151","Village of Montfort - Ward 1","WD-001","301"
"GRANT COUNTY","VILLAGE OF MOUNT HOPE - GRANT COUNTY","22152","Village of Mount Hope - Ward 1","WD-001","112"
"GRANT COUNTY","VILLAGE OF MUSCODA - MULTIPLE COUNTIES","22153","Village of Muscoda - Ward 1","WD-001","327"
"GRANT COUNTY","VILLAGE OF MUSCODA - MULTIPLE COUNTIES","22153","Village of Muscoda - Ward 2","WD-002","271"
"GRANT COUNTY","VILLAGE OF PATCH GROVE - GRANT COUNTY","22171","Village of Patch Grove - Ward 1","WD-001","90"
"GRANT COUNTY","VILLAGE OF POTOSI - GRANT COUNTY","22172","Village of Potosi - Ward 1","WD-001","414"
"GRANT COUNTY","VILLAGE OF TENNYSON - GRANT COUNTY","22186","Village of Tennyson - Ward 1","WD-001","209"
"GRANT COUNTY","VILLAGE OF WOODMAN - GRANT COUNTY","22191","Village of Woodman - Ward 1","WD-001","50"
"GRANT COUNTY","CITY OF BOSCOBEL - GRANT COUNTY","22206","City of Boscobel - Ward 1","WD-001","225"
"GRANT COUNTY","CITY OF BOSCOBEL - GRANT COUNTY","22206","City of Boscobel - Ward 2","WD-002","1"
"GRANT COUNTY","CITY OF BOSCOBEL - GRANT COUNTY","22206","City of Boscobel - Ward 3","WD-003","210"
"GRANT COUNTY","CITY OF BOSCOBEL - GRANT COUNTY","22206","City of Boscobel - Ward 4","WD-004","174"
"GRANT COUNTY","CITY OF BOSCOBEL - GRANT COUNTY","22206","City Of Boscobel - Ward 5","WD-005","193"
"GRANT COUNTY","CITY OF BOSCOBEL - GRANT COUNTY","22206","City Of Boscobel - Ward 6","WD-006","263"
"GRANT COUNTY","CITY OF BOSCOBEL - GRANT COUNTY","22206","City Of Boscobel - Ward 7","WD-007","178"
"GRANT COUNTY","CITY OF BOSCOBEL - GRANT COUNTY","22206","City Of Boscobel - Ward 8","WD-008","226"
"GRANT COUNTY","CITY OF CUBA CITY - MULTIPLE COUNTIES","22211","City of Cuba City - Ward 1","WD-001","353"
"GRANT COUNTY","CITY OF CUBA CITY - MULTIPLE COUNTIES","22211","City of Cuba City - Ward 2","WD-002","253"
"GRANT COUNTY","CITY OF CUBA CITY - MULTIPLE COUNTIES","22211","City of Cuba City - Ward 3","WD-003","152"
"GRANT COUNTY","CITY OF CUBA CITY - MULTIPLE COUNTIES","22211","City of Cuba City - Ward 4","WD-004","217"
"GRANT COUNTY","CITY OF FENNIMORE - GRANT COUNTY","22226","City of Fennimore - Ward 1","WD-001","286"
"GRANT COUNTY","CITY OF FENNIMORE - GRANT COUNTY","22226","City of Fennimore - Ward 2","WD-002","328"
"GRANT COUNTY","CITY OF FENNIMORE - GRANT COUNTY","22226","City of Fennimore - Ward 3","WD-003","290"
"GRANT COUNTY","CITY OF FENNIMORE - GRANT COUNTY","22226","City of Fennimore - Ward 4","WD-004","443"
"GRANT COUNTY","CITY OF LANCASTER - GRANT COUNTY","22246","City of Lancaster - Ward 1","WD-001","294"
"GRANT COUNTY","CITY OF LANCASTER - GRANT COUNTY","22246","City of Lancaster - Ward 2","WD-002","535"
"GRANT COUNTY","CITY OF LANCASTER - GRANT COUNTY","22246","City of Lancaster - Ward 3","WD-003","309"
"GRANT COUNTY","CITY OF LANCASTER - GRANT COUNTY","22246","City of Lancaster - Ward 4","WD-004","512"
"GRANT COUNTY","CITY OF LANCASTER - GRANT COUNTY","22246","City of Lancaster - Ward 5","WD-005","191"
"GRANT COUNTY","CITY OF LANCASTER - GRANT COUNTY","22246","City of Lancaster - Ward 6","WD-006","224"
"GRANT COUNTY","CITY OF PLATTEVILLE - GRANT COUNTY","22271","City of Platteville - Ward 1","WD-001","625"
"GRANT COUNTY","CITY OF PLATTEVILLE - GRANT COUNTY","22271","City of Platteville - Ward 2","WD-002","710"
"GRANT COUNTY","CITY OF PLATTEVILLE - GRANT COUNTY","22271","City of Platteville - Ward 3","WD-003","820"
"GRANT COUNTY","CITY OF PLATTEVILLE - GRANT COUNTY","22271","City of Platteville - Ward 4","WD-004","642"
"GRANT COUNTY","CITY OF PLATTEVILLE - GRANT COUNTY","22271","City of Platteville - Ward 5","WD-005","284"
"GRANT COUNTY","CITY OF PLATTEVILLE - GRANT COUNTY","22271","City of Platteville - Ward 6","WD-006","648"
"GRANT COUNTY","CITY OF PLATTEVILLE - GRANT COUNTY","22271","City of Platteville - Ward 7","WD-007","584"
"GRANT COUNTY","CITY OF PLATTEVILLE - GRANT COUNTY","22271","City of Platteville - Ward 8","WD-008","559"
"GREEN COUNTY","TOWN OF ADAMS - GREEN COUNTY","23002","Town of Adams - Ward 1","WD-001","362"
"GREEN COUNTY","TOWN OF ALBANY - GREEN COUNTY","23004","Town of Albany - Ward 1","WD-001","145"
"GREEN COUNTY","TOWN OF ALBANY - GREEN COUNTY","23004","Town of Albany - Ward 2","WD-002","615"
"GREEN COUNTY","TOWN OF BROOKLYN - GREEN COUNTY","23006","Town of Brooklyn - Ward 1","WD-001","581"
"GREEN COUNTY","TOWN OF BROOKLYN - GREEN COUNTY","23006","Town of Brooklyn - Ward 2","WD-002","121"
"GREEN COUNTY","TOWN OF BROOKLYN - GREEN COUNTY","23006","Town of Brooklyn - Ward 3","WD-003","123"
"GREEN COUNTY","TOWN OF CADIZ - GREEN COUNTY","23008","Town of Cadiz - Ward 1","WD-001","478"
"GREEN COUNTY","TOWN OF CLARNO - GREEN COUNTY","23010","Town of Clarno - Ward 1","WD-001","359"
"GREEN COUNTY","TOWN OF CLARNO - GREEN COUNTY","23010","Town of Clarno - Ward 2","WD-002","342"
"GREEN COUNTY","TOWN OF DECATUR - GREEN COUNTY","23012","Town of Decatur - Ward 1","WD-001","222"
"GREEN COUNTY","TOWN OF DECATUR - GREEN COUNTY","23012","Town of Decatur - Ward 2","WD-002","121"
"GREEN COUNTY","TOWN OF DECATUR - GREEN COUNTY","23012","Town of Decatur - Ward 3","WD-003","345"
"GREEN COUNTY","TOWN OF DECATUR - GREEN COUNTY","23012","Town Of Decatur - Ward 4","WD-004","444"
"GREEN COUNTY","TOWN OF EXETER - GREEN COUNTY","23014","Town of Exeter - Ward 1","WD-001","326"
"GREEN COUNTY","TOWN OF EXETER - GREEN COUNTY","23014","Town of Exeter - Ward 2","WD-002","445"
"GREEN COUNTY","TOWN OF EXETER - GREEN COUNTY","23014","Town of Exeter - Ward 3","WD-003","671"
"GREEN COUNTY","TOWN OF JEFFERSON - GREEN COUNTY","23016","Town of Jefferson - Ward 1","WD-001","436"
"GREEN COUNTY","TOWN OF JEFFERSON - GREEN COUNTY","23016","Town of Jefferson - Ward 2","WD-002","283"
"GREEN COUNTY","TOWN OF JORDAN - GREEN COUNTY","23018","Town of Jordan - Ward 1","WD-001","166"
"GREEN COUNTY","TOWN OF JORDAN - GREEN COUNTY","23018","Town Of Jordan - Ward 2","WD-002","184"
"GREEN COUNTY","TOWN OF MONROE - GREEN COUNTY","23020","Town of Monroe - Ward 1","WD-001","387"
"GREEN COUNTY","TOWN OF MONROE - GREEN COUNTY","23020","Town of Monroe - Ward 2","WD-002","389"
"GREEN COUNTY","TOWN OF MOUNT PLEASANT - GREEN COUNTY","23022","Town of Mount Pleasant - Ward 1","WD-001","191"
"GREEN COUNTY","TOWN OF MOUNT PLEASANT - GREEN COUNTY","23022","Town of Mount Pleasant - Ward 2","WD-002","115"
"GREEN COUNTY","TOWN OF MOUNT PLEASANT - GREEN COUNTY","23022","Town of Mount Pleasant - Ward 3","WD-003","119"
"GREEN COUNTY","TOWN OF NEW GLARUS - GREEN COUNTY","23024","Town of New Glarus - Ward 1","WD-001","576"
"GREEN COUNTY","TOWN OF NEW GLARUS - GREEN COUNTY","23024","Town of New Glarus - Ward 2","WD-002","392"
"GREEN COUNTY","TOWN OF SPRING GROVE - GREEN COUNTY","23026","Town of Spring Grove - Ward 1","WD-001","556"
"GREEN COUNTY","TOWN OF SYLVESTER - GREEN COUNTY","23028","Town of Sylvester - Ward 1","WD-001","351"
"GREEN COUNTY","TOWN OF SYLVESTER - GREEN COUNTY","23028","Town of Sylvester - Ward 2","WD-002","340"
"GREEN COUNTY","TOWN OF WASHINGTON - GREEN COUNTY","23030","Town of Washington - Ward 1","WD-001","536"
"GREEN COUNTY","TOWN OF YORK - GREEN COUNTY","23032","Town of York - Ward 1","WD-001","524"
"GREEN COUNTY","TOWN OF YORK - GREEN COUNTY","23032","Town Of York - Ward 2","WD-002","195"
"GREEN COUNTY","VILLAGE OF ALBANY - GREEN COUNTY","23101","Village of Albany - Ward 1","WD-001","316"
"GREEN COUNTY","VILLAGE OF ALBANY - GREEN COUNTY","23101","Village of Albany - Ward 2","WD-002","212"
"GREEN COUNTY","VILLAGE OF BELLEVILLE - MULTIPLE COUNTIES","23106","Village of Belleville - Ward 3","WD-003","362"
"GREEN COUNTY","VILLAGE OF BROOKLYN - MULTIPLE COUNTIES","23109","Village of Brooklyn - Ward 2","WD-002","267"
"GREEN COUNTY","VILLAGE OF BROWNTOWN - GREEN COUNTY","23110","Village of Browntown - Ward 1","WD-001","127"
"GREEN COUNTY","VILLAGE OF MONTICELLO - GREEN COUNTY","23151","Village of Monticello - Ward 1","WD-001","327"
"GREEN COUNTY","VILLAGE OF MONTICELLO - GREEN COUNTY","23151","Village of Monticello - Ward 2","WD-002","342"
"GREEN COUNTY","VILLAGE OF NEW GLARUS - GREEN COUNTY","23161","Village of New Glarus - Ward 1","WD-001","339"
"GREEN COUNTY","VILLAGE OF NEW GLARUS - GREEN COUNTY","23161","Village of New Glarus - Ward 2","WD-002","301"
"GREEN COUNTY","VILLAGE OF NEW GLARUS - GREEN COUNTY","23161","Village of New Glarus - Ward 3","WD-003","358"
"GREEN COUNTY","VILLAGE OF NEW GLARUS - GREEN COUNTY","23161","Village of New Glarus - Ward 4","WD-004","365"
"GREEN COUNTY","CITY OF BRODHEAD - MULTIPLE COUNTIES","23206","City of Brodhead - Ward 1","WD-001","251"
"GREEN COUNTY","CITY OF BRODHEAD - MULTIPLE COUNTIES","23206","City of Brodhead - Ward 2","WD-002","230"
"GREEN COUNTY","CITY OF BRODHEAD - MULTIPLE COUNTIES","23206","City of Brodhead - Ward 3","WD-003","291"
"GREEN COUNTY","CITY OF BRODHEAD - MULTIPLE COUNTIES","23206","City of Brodhead - Ward 4","WD-004","276"
"GREEN COUNTY","CITY OF BRODHEAD - MULTIPLE COUNTIES","23206","City of Brodhead - Ward 5","WD-005","254"
"GREEN COUNTY","CITY OF BRODHEAD - MULTIPLE COUNTIES","23206","City of Brodhead - Ward 6","WD-006","246"
"GREEN COUNTY","CITY OF MONROE - GREEN COUNTY","23251","City of Monroe - Ward 1","WD-001","600"
"GREEN COUNTY","CITY OF MONROE - GREEN COUNTY","23251","City of Monroe - Ward 2","WD-002","604"
"GREEN COUNTY","CITY OF MONROE - GREEN COUNTY","23251","City of Monroe - Ward 3","WD-003","762"
"GREEN COUNTY","CITY OF MONROE - GREEN COUNTY","23251","City of Monroe - Ward 4","WD-004","535"
"GREEN COUNTY","CITY OF MONROE - GREEN COUNTY","23251","City of Monroe - Ward 5","WD-005","604"
"GREEN COUNTY","CITY OF MONROE - GREEN COUNTY","23251","City of Monroe - Ward 6","WD-006","507"
"GREEN COUNTY","CITY OF MONROE - GREEN COUNTY","23251","City of Monroe - Ward 7","WD-007","561"
"GREEN COUNTY","CITY OF MONROE - GREEN COUNTY","23251","City of Monroe - Ward 8","WD-008","752"
"GREEN COUNTY","CITY OF MONROE - GREEN COUNTY","23251","City of Monroe - Ward 9","WD-009","476"
"GREEN LAKE COUNTY","TOWN OF BERLIN - GREEN LAKE COUNTY","24002","Town of Berlin - Ward 1","WD-001","548"
"GREEN LAKE COUNTY","TOWN OF BERLIN - GREEN LAKE COUNTY","24002","Town of Berlin - Ward 2","WD-002","152"
"GREEN LAKE COUNTY","TOWN OF BERLIN - GREEN LAKE COUNTY","24002","Town of Berlin - Ward 3","WD-003","88"
"GREEN LAKE COUNTY","TOWN OF BROOKLYN - GREEN LAKE COUNTY","24004","Town of Brooklyn - Ward 1","WD-001","692"
"GREEN LAKE COUNTY","TOWN OF BROOKLYN - GREEN LAKE COUNTY","24004","Town of Brooklyn - Ward 2","WD-002","206"
"GREEN LAKE COUNTY","TOWN OF BROOKLYN - GREEN LAKE COUNTY","24004","Town of Brooklyn - Ward 3","WD-003","474"
"GREEN LAKE COUNTY","TOWN OF GREEN LAKE - GREEN LAKE COUNTY","24006","Town of Green Lake - Ward 1","WD-001","716"
"GREEN LAKE COUNTY","TOWN OF GREEN LAKE - GREEN LAKE COUNTY","24006","Town of Green Lake - Ward 2","WD-002","124"
"GREEN LAKE COUNTY","TOWN OF KINGSTON - GREEN LAKE COUNTY","24008","Town of Kingston - Ward 1","WD-001","228"
"GREEN LAKE COUNTY","TOWN OF KINGSTON - GREEN LAKE COUNTY","24008","Town of Kingston - Ward 2","WD-002","103"
"GREEN LAKE COUNTY","TOWN OF MACKFORD - GREEN LAKE COUNTY","24010","Town of Mackford - Ward 1","WD-001","320"
"GREEN LAKE COUNTY","TOWN OF MANCHESTER - GREEN LAKE COUNTY","24012","Town of Manchester - Ward 1","WD-001","427"
"GREEN LAKE COUNTY","TOWN OF MARQUETTE - GREEN LAKE COUNTY","24014","Town of Marquette - Ward 1","WD-001","339"
"GREEN LAKE COUNTY","TOWN OF PRINCETON - GREEN LAKE COUNTY","24016","Town of Princeton - Ward 1","WD-001","719"
"GREEN LAKE COUNTY","TOWN OF PRINCETON - GREEN LAKE COUNTY","24016","Town of Princeton - Ward 2","WD-002","338"
"GREEN LAKE COUNTY","TOWN OF PRINCETON - GREEN LAKE COUNTY","24016","Town of Princeton - Ward 3","WD-003","37"
"GREEN LAKE COUNTY","TOWN OF ST. MARIE - GREEN LAKE COUNTY","24018","Town of St. Marie - Ward 1","WD-001","265"
"GREEN LAKE COUNTY","TOWN OF SENECA - GREEN LAKE COUNTY","24020","Town of Seneca - Ward 1","WD-001","252"
"GREEN LAKE COUNTY","VILLAGE OF KINGSTON - GREEN LAKE COUNTY","24141","Village of Kingston - Ward 1","WD-001","212"
"GREEN LAKE COUNTY","VILLAGE OF MARQUETTE - GREEN LAKE COUNTY","24154","Village of Marquette - Ward 1","WD-001","121"
"GREEN LAKE COUNTY","CITY OF BERLIN - MULTIPLE COUNTIES","24206","City of Berlin - Ward 1","WD-001","546"
"GREEN LAKE COUNTY","CITY OF BERLIN - MULTIPLE COUNTIES","24206","City of Berlin - Ward 2","WD-002","517"
"GREEN LAKE COUNTY","CITY OF BERLIN - MULTIPLE COUNTIES","24206","City of Berlin - Ward 3","WD-003","355"
"GREEN LAKE COUNTY","CITY OF BERLIN - MULTIPLE COUNTIES","24206","City of Berlin - Ward 4","WD-004","423"
"GREEN LAKE COUNTY","CITY OF BERLIN - MULTIPLE COUNTIES","24206","City of Berlin - Ward 5","WD-005","410"
"GREEN LAKE COUNTY","CITY OF BERLIN - MULTIPLE COUNTIES","24206","City of Berlin - Ward 6","WD-006","434"
"GREEN LAKE COUNTY","CITY OF GREEN LAKE - GREEN LAKE COUNTY","24231","City of Green Lake - Ward 1","WD-001","202"
"GREEN LAKE COUNTY","CITY OF GREEN LAKE - GREEN LAKE COUNTY","24231","City of Green Lake - Ward 2","WD-002","238"
"GREEN LAKE COUNTY","CITY OF GREEN LAKE - GREEN LAKE COUNTY","24231","City of Green Lake - Ward 3","WD-003","216"
"GREEN LAKE COUNTY","CITY OF GREEN LAKE - GREEN LAKE COUNTY","24231","City Of Green Lake - Ward 5","WD-005","2"
"GREEN LAKE COUNTY","CITY OF MARKESAN - GREEN LAKE COUNTY","24251","City of Markesan - Ward 1","WD-001","235"
"GREEN LAKE COUNTY","CITY OF MARKESAN - GREEN LAKE COUNTY","24251","City of Markesan - Ward 2","WD-002","251"
"GREEN LAKE COUNTY","CITY OF MARKESAN - GREEN LAKE COUNTY","24251","City of Markesan - Ward 3","WD-003","293"
"GREEN LAKE COUNTY","CITY OF PRINCETON - GREEN LAKE COUNTY","24271","City of Princeton - Ward 1","WD-001","122"
"GREEN LAKE COUNTY","CITY OF PRINCETON - GREEN LAKE COUNTY","24271","City of Princeton - Ward 2","WD-002","156"
"GREEN LAKE COUNTY","CITY OF PRINCETON - GREEN LAKE COUNTY","24271","City of Princeton - Ward 3","WD-003","235"
"GREEN LAKE COUNTY","CITY OF PRINCETON - GREEN LAKE COUNTY","24271","City of Princeton - Ward 4","WD-004","202"
"IOWA COUNTY","TOWN OF ARENA - IOWA COUNTY","25002","Town of Arena - Ward 1","WD-001","183"
"IOWA COUNTY","TOWN OF ARENA - IOWA COUNTY","25002","Town of Arena - Ward 2","WD-002","735"
"IOWA COUNTY","TOWN OF ARENA - IOWA COUNTY","25002","Town Of Arena - Ward 3","WD-003","43"
"IOWA COUNTY","TOWN OF BRIGHAM - IOWA COUNTY","25004","Town of Brigham - Ward 1","WD-001","83"
"IOWA COUNTY","TOWN OF BRIGHAM - IOWA COUNTY","25004","Town of Brigham - Ward 2","WD-002","706"
"IOWA COUNTY","TOWN OF CLYDE - IOWA COUNTY","25006","Town of Clyde - Ward 1","WD-001","221"
"IOWA COUNTY","TOWN OF DODGEVILLE - IOWA COUNTY","25008","Town of Dodgeville - Ward 1","WD-001","499"
"IOWA COUNTY","TOWN OF DODGEVILLE - IOWA COUNTY","25008","Town of Dodgeville - Ward 2","WD-002","221"
"IOWA COUNTY","TOWN OF DODGEVILLE - IOWA COUNTY","25008","Town of Dodgeville - Ward 3","WD-003","365"
"IOWA COUNTY","TOWN OF EDEN - IOWA COUNTY","25010","Town of Eden - Ward 1","WD-001","219"
"IOWA COUNTY","TOWN OF HIGHLAND - IOWA COUNTY","25012","Town of Highland - Ward 1","WD-001","135"
"IOWA COUNTY","TOWN OF HIGHLAND - IOWA COUNTY","25012","Town of Highland - Ward 2","WD-002","134"
"IOWA COUNTY","TOWN OF HIGHLAND - IOWA COUNTY","25012","Town Of Highland - Ward 3","WD-003","117"
"IOWA COUNTY","TOWN OF HIGHLAND - IOWA COUNTY","25012","Town Of Highland - Ward 4","WD-004","60"
"IOWA COUNTY","TOWN OF LINDEN - IOWA COUNTY","25014","Town of Linden - Ward 1","WD-001","250"
"IOWA COUNTY","TOWN OF LINDEN - IOWA COUNTY","25014","Town of Linden - Ward 2","WD-002","183"
"IOWA COUNTY","TOWN OF MIFFLIN - IOWA COUNTY","25016","Town of Mifflin - Ward 1","WD-001","301"
"IOWA COUNTY","TOWN OF MINERAL POINT - IOWA COUNTY","25018","Town of Mineral Point - Ward 1","WD-001","390"
"IOWA COUNTY","TOWN OF MINERAL POINT - IOWA COUNTY","25018","Town of Mineral Point - Ward 2","WD-002","125"
"IOWA COUNTY","TOWN OF MINERAL POINT - IOWA COUNTY","25018","Town Of Mineral Point - Ward 3","WD-003","110"
"IOWA COUNTY","TOWN OF MOSCOW - IOWA COUNTY","25020","Town of Moscow - Ward 1","WD-001","413"
"IOWA COUNTY","TOWN OF PULASKI - IOWA COUNTY","25022","Town of Pulaski - Ward 1","WD-001","195"
"IOWA COUNTY","TOWN OF RIDGEWAY - IOWA COUNTY","25024","Town of Ridgeway - Ward 1","WD-001","201"
"IOWA COUNTY","TOWN OF RIDGEWAY - IOWA COUNTY","25024","Town of Ridgeway - Ward 2","WD-002","195"
"IOWA COUNTY","TOWN OF WALDWICK - IOWA COUNTY","25026","Town of Waldwick - Ward 1","WD-001","26"
"IOWA COUNTY","TOWN OF WALDWICK - IOWA COUNTY","25026","Town of Waldwick - Ward 2","WD-002","135"
"IOWA COUNTY","TOWN OF WALDWICK - IOWA COUNTY","25026","Town Of Waldwick - Ward 3","WD-003","141"
"IOWA COUNTY","TOWN OF WYOMING - IOWA COUNTY","25028","Town of Wyoming - Ward 1","WD-001","262"
"IOWA COUNTY","VILLAGE OF ARENA - IOWA COUNTY","25101","Village of Arena - Ward 1","WD-001","538"
"IOWA COUNTY","VILLAGE OF AVOCA - IOWA COUNTY","25102","Village of Avoca - Ward 1","WD-001","258"
"IOWA COUNTY","VILLAGE OF BARNEVELD - IOWA COUNTY","25106","Village of Barneveld - Ward 1","WD-001","685"
"IOWA COUNTY","VILLAGE OF BARNEVELD - IOWA COUNTY","25106","Village of Barneveld - Ward 2","WD-002","129"
"IOWA COUNTY","VILLAGE OF BLANCHARDVILLE - MULTIPLE COUNTIES","25108","Village of Blanchardville - Ward 2","WD-002","126"
"IOWA COUNTY","VILLAGE OF COBB - IOWA COUNTY","25111","Village of Cobb - Ward 1","WD-001","281"
"IOWA COUNTY","VILLAGE OF HIGHLAND - IOWA COUNTY","25136","Village of Highland - Ward 1","WD-001","504"
"IOWA COUNTY","VILLAGE OF HOLLANDALE - IOWA COUNTY","25137","Village of Hollandale - Ward 1","WD-001","167"
"IOWA COUNTY","VILLAGE OF LINDEN - IOWA COUNTY","25146","Village of Linden - Ward 1","WD-001","226"
"IOWA COUNTY","VILLAGE OF LIVINGSTON - MULTIPLE COUNTIES","25147","Village of Livingston - Ward 2","WD-002","3"
"IOWA COUNTY","VILLAGE OF MONTFORT - MULTIPLE COUNTIES","25151","Village of Montfort - Ward 2","WD-002","54"
"IOWA COUNTY","VILLAGE OF MUSCODA - MULTIPLE COUNTIES","25153","Village of Muscoda - Ward 3","WD-003","20"
"IOWA COUNTY","VILLAGE OF REWEY - IOWA COUNTY","25176","Village of Rewey - Ward 1","WD-001","131"
"IOWA COUNTY","VILLAGE OF RIDGEWAY - IOWA COUNTY","25177","Village of Ridgeway - Ward 1","WD-001","397"
"IOWA COUNTY","CITY OF DODGEVILLE - IOWA COUNTY","25216","City of Dodgeville - Ward 1","WD-001","307"
"IOWA COUNTY","CITY OF DODGEVILLE - IOWA COUNTY","25216","City of Dodgeville - Ward 10","WD-010","109"
"IOWA COUNTY","CITY OF DODGEVILLE - IOWA COUNTY","25216","City of Dodgeville - Ward 2","WD-002","356"
"IOWA COUNTY","CITY OF DODGEVILLE - IOWA COUNTY","25216","City of Dodgeville - Ward 3","WD-003","325"
"IOWA COUNTY","CITY OF DODGEVILLE - IOWA COUNTY","25216","City of Dodgeville - Ward 4","WD-004","268"
"IOWA COUNTY","CITY OF DODGEVILLE - IOWA COUNTY","25216","City of Dodgeville - Ward 5","WD-005","384"
"IOWA COUNTY","CITY OF DODGEVILLE - IOWA COUNTY","25216","City of Dodgeville - Ward 6","WD-006","223"
"IOWA COUNTY","CITY OF DODGEVILLE - IOWA COUNTY","25216","City of Dodgeville - Ward 7","WD-007","333"
"IOWA COUNTY","CITY OF DODGEVILLE - IOWA COUNTY","25216","City of Dodgeville - Ward 8","WD-008","289"
"IOWA COUNTY","CITY OF DODGEVILLE - IOWA COUNTY","25216","City of Dodgeville - Ward 9","WD-009","153"
"IOWA COUNTY","CITY OF MINERAL POINT - IOWA COUNTY","25251","City of Mineral Point - Ward 1","WD-001","417"
"IOWA COUNTY","CITY OF MINERAL POINT - IOWA COUNTY","25251","City of Mineral Point - Ward 2","WD-002","382"
"IOWA COUNTY","CITY OF MINERAL POINT - IOWA COUNTY","25251","City of Mineral Point - Ward 3","WD-003","76"
"IOWA COUNTY","CITY OF MINERAL POINT - IOWA COUNTY","25251","City of Mineral Point - Ward 4","WD-004","293"
"IOWA COUNTY","CITY OF MINERAL POINT - IOWA COUNTY","25251","City of Mineral Point - Ward 5","WD-005","95"
"IOWA COUNTY","CITY OF MINERAL POINT - IOWA COUNTY","25251","City of Mineral Point - Ward 6","WD-006","282"
"IRON COUNTY","TOWN OF ANDERSON - IRON COUNTY","26002","Town of Anderson - Ward 1","WD-001","47"
"IRON COUNTY","TOWN OF CAREY - IRON COUNTY","26004","Town of Carey - Ward 1","WD-001","108"
"IRON COUNTY","TOWN OF GURNEY - IRON COUNTY","26006","Town of Gurney - Ward 1","WD-001","104"
"IRON COUNTY","TOWN OF KIMBALL - IRON COUNTY","26008","Town of Kimball - Ward 1","WD-001","361"
"IRON COUNTY","TOWN OF KNIGHT - IRON COUNTY","26010","Town of Knight - Ward 1","WD-001","147"
"IRON COUNTY","TOWN OF MERCER - IRON COUNTY","26012","Town of Mercer - Ward 1","WD-001","387"
"IRON COUNTY","TOWN OF MERCER - IRON COUNTY","26012","Town of Mercer - Ward 2","WD-002","355"
