"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2020 General Election","05102","VILLAGE OF ALLOUEZ - BROWN COUNTY","5109","5101","3928","483"
"2020 General Election","05104","VILLAGE OF ASHWAUBENON - BROWN COUNTY","6066","6056","4862","962"
"2020 General Election","05106","VILLAGE OF BELLEVUE - BROWN COUNTY","5636","5625","4323","679"
"2020 General Election","05116","VILLAGE OF DENMARK - BROWN COUNTY","501","501","391","57"
"2020 General Election","05126","VILLAGE OF HOBART - BROWN COUNTY","3823","3818","2875","755"
"2020 General Election","05136","VILLAGE OF HOWARD - MULTIPLE COUNTIES","6774","6766","5304","918"
"2020 General Election","05171","VILLAGE OF PULASKI - MULTIPLE COUNTIES","808","806","577","75"
"2020 General Election","05178","VILLAGE OF SUAMICO - BROWN COUNTY","4897","4893","3828","1028"
"2020 General Election","05191","VILLAGE OF WRIGHTSTOWN - MULTIPLE COUNTIES","1045","1044","773","275"
"2020 General Election","05216","CITY OF DE PERE - BROWN COUNTY","8882","8867","7014","1190"
"2020 General Election","05231","CITY OF GREEN BAY - BROWN COUNTY","27959","27899","20527","1815"
"2020 General Election","06002","TOWN OF ALMA - BUFFALO COUNTY","53","53","32","0"
"2020 General Election","06004","TOWN OF BELVIDERE - BUFFALO COUNTY","68","65","55","20"
"2020 General Election","06006","TOWN OF BUFFALO - BUFFALO COUNTY","90","90","20","0"
"2020 General Election","06008","TOWN OF CANTON - BUFFALO COUNTY","33","31","19","1"
"2020 General Election","06010","TOWN OF CROSS - BUFFALO COUNTY","69","65","44","5"
"2020 General Election","06012","TOWN OF DOVER - BUFFALO COUNTY","49","48","26","2"
"2020 General Election","06014","TOWN OF GILMANTON - BUFFALO COUNTY","40","40","10","0"
"2020 General Election","06016","TOWN OF GLENCOE - BUFFALO COUNTY","36","35","21","0"
"2020 General Election","06018","TOWN OF LINCOLN - BUFFALO COUNTY","62","62","37","0"
"2020 General Election","06020","TOWN OF MAXVILLE - BUFFALO COUNTY","39","38","26","0"
"2020 General Election","06022","TOWN OF MILTON - BUFFALO COUNTY","114","113","65","0"
"2020 General Election","06024","TOWN OF MODENA - BUFFALO COUNTY","31","30","15","0"
"2020 General Election","06026","TOWN OF MONDOVI - BUFFALO COUNTY","52","52","43","5"
"2020 General Election","06028","TOWN OF MONTANA - BUFFALO COUNTY","24","23","15","0"
"2020 General Election","06030","TOWN OF NAPLES - BUFFALO COUNTY","85","80","48","0"
"2020 General Election","06032","TOWN OF NELSON - BUFFALO COUNTY","95","95","68","1"
"2020 General Election","06034","TOWN OF WAUMANDEE - BUFFALO COUNTY","96","95","54","0"
"2020 General Election","06111","VILLAGE OF COCHRANE - BUFFALO COUNTY","43","41","30","2"
"2020 General Election","06154","VILLAGE OF NELSON - BUFFALO COUNTY","13","13","7","0"
"2020 General Election","06201","CITY OF ALMA - BUFFALO COUNTY","185","185","143","11"
"2020 General Election","06206","CITY OF BUFFALO CITY - BUFFALO COUNTY","189","188","153","25"
"2020 General Election","06226","CITY OF FOUNTAIN CITY - BUFFALO COUNTY","147","143","85","0"
"2020 General Election","06251","CITY OF MONDOVI - BUFFALO COUNTY","407","407","283","60"
"2020 General Election","07002","TOWN OF ANDERSON - BURNETT COUNTY","43","42","0","0"
"2020 General Election","07004","TOWN OF BLAINE - BURNETT COUNTY","33","32","24","0"
"2020 General Election","07006","TOWN OF DANIELS - BURNETT COUNTY","112","112","90","13"
"2020 General Election","07008","TOWN OF DEWEY - BURNETT COUNTY","70","66","43","0"
"2020 General Election","07010","TOWN OF GRANTSBURG - BURNETT COUNTY","180","176","125","10"
"2020 General Election","07012","TOWN OF JACKSON - BURNETT COUNTY","211","209","85","0"
"2020 General Election","07014","TOWN OF LA FOLLETTE - BURNETT COUNTY","110","109","56","0"
"2020 General Election","07016","TOWN OF LINCOLN - BURNETT COUNTY","59","59","27","1"
"2020 General Election","07018","TOWN OF MEENON - BURNETT COUNTY","202","181","136","1"
"2020 General Election","07020","TOWN OF OAKLAND - BURNETT COUNTY","292","292","215","20"
"2020 General Election","07022","TOWN OF ROOSEVELT - BURNETT COUNTY","26","22","12","2"
"2020 General Election","07024","TOWN OF RUSK - BURNETT COUNTY","79","78","34","0"
"2020 General Election","07026","TOWN OF SAND LAKE - BURNETT COUNTY","126","126","83","0"
"2020 General Election","07028","TOWN OF SCOTT - BURNETT COUNTY","194","192","137","4"
"2020 General Election","07030","TOWN OF SIREN - BURNETT COUNTY","208","204","138","0"
"2020 General Election","07032","TOWN OF SWISS - BURNETT COUNTY","158","158","126","6"
"2020 General Election","07034","TOWN OF TRADE LAKE - BURNETT COUNTY","174","174","128","2"
"2020 General Election","07036","TOWN OF UNION - BURNETT COUNTY","94","87","64","4"
"2020 General Election","07038","TOWN OF WEBB LAKE - BURNETT COUNTY","138","138","105","7"
"2020 General Election","07040","TOWN OF WEST MARSHLAND - BURNETT COUNTY","44","44","29","2"
"2020 General Election","07042","TOWN OF WOOD RIVER - BURNETT COUNTY","183","178","123","1"
"2020 General Election","07131","VILLAGE OF GRANTSBURG - BURNETT COUNTY","229","227","163","16"
"2020 General Election","07181","VILLAGE OF SIREN - BURNETT COUNTY","145","144","110","23"
"2020 General Election","07191","VILLAGE OF WEBSTER - BURNETT COUNTY","84","84","55","8"
"2020 General Election","08002","TOWN OF BRILLION - CALUMET COUNTY","258","256","161","3"
"2020 General Election","08004","TOWN OF BROTHERTOWN - CALUMET COUNTY","265","265","167","0"
"2020 General Election","08006","TOWN OF CHARLESTOWN - CALUMET COUNTY","109","108","73","5"
"2020 General Election","08008","TOWN OF CHILTON - CALUMET COUNTY","275","265","192","17"
"2020 General Election","08012","TOWN OF NEW HOLSTEIN - CALUMET COUNTY","325","325","237","12"
"2020 General Election","08014","TOWN OF RANTOUL - CALUMET COUNTY","122","122","92","11"
"2020 General Election","08016","TOWN OF STOCKBRIDGE - CALUMET COUNTY","322","314","236","0"
"2020 General Election","08018","TOWN OF WOODVILLE - CALUMET COUNTY","128","127","89","0"
"2020 General Election","08131","VILLAGE OF HARRISON - MULTIPLE COUNTIES","4555","4495","3096","647"
"2020 General Election","08136","VILLAGE OF HILBERT - CALUMET COUNTY","166","166","121","33"
"2020 General Election","08160","VILLAGE OF POTTER - CALUMET COUNTY","17","17","0","0"
"2020 General Election","08179","VILLAGE OF SHERWOOD - CALUMET COUNTY","986","984","585","0"
"2020 General Election","08181","VILLAGE OF STOCKBRIDGE - CALUMET COUNTY","155","155","128","26"
"2020 General Election","08206","CITY OF BRILLION - CALUMET COUNTY","658","657","513","127"
"2020 General Election","08211","CITY OF CHILTON - CALUMET COUNTY","820","816","679","192"
"2020 General Election","08261","CITY OF NEW HOLSTEIN - CALUMET COUNTY","859","858","651","93"
"2020 General Election","09002","TOWN OF ANSON - CHIPPEWA COUNTY","576","572","401","27"
"2020 General Election","09004","TOWN OF ARTHUR - CHIPPEWA COUNTY","70","66","46","5"
"2020 General Election","09006","TOWN OF AUBURN - CHIPPEWA COUNTY","98","98","55","3"
"2020 General Election","09008","TOWN OF BIRCH CREEK - CHIPPEWA COUNTY","130","130","108","0"
"2020 General Election","09010","TOWN OF BLOOMER - CHIPPEWA COUNTY","152","152","98","0"
"2020 General Election","09012","TOWN OF CLEVELAND - CHIPPEWA COUNTY","124","123","88","8"
"2020 General Election","09014","TOWN OF COLBURN - CHIPPEWA COUNTY","111","107","54","0"
"2020 General Election","09016","TOWN OF COOKS VALLEY - CHIPPEWA COUNTY","90","90","46","0"
"2020 General Election","09018","TOWN OF DELMAR - CHIPPEWA COUNTY","115","110","69","2"
"2020 General Election","09020","TOWN OF EAGLE POINT - CHIPPEWA COUNTY","1105","1101","816","186"
"2020 General Election","09022","TOWN OF EDSON - CHIPPEWA COUNTY","78","76","52","4"
"2020 General Election","09024","TOWN OF ESTELLA - CHIPPEWA COUNTY","40","38","29","5"
"2020 General Election","09026","TOWN OF GOETZ - CHIPPEWA COUNTY","158","150","80","0"
"2020 General Election","09028","TOWN OF HALLIE - CHIPPEWA COUNTY","52","50","29","0"
"2020 General Election","09032","TOWN OF HOWARD - CHIPPEWA COUNTY","88","88","63","3"
"2020 General Election","09034","TOWN OF LAFAYETTE - CHIPPEWA COUNTY","2019","2012","1619","565"
"2020 General Election","09035","TOWN OF LAKE HOLCOMBE - CHIPPEWA COUNTY","206","202","145","0"
"2020 General Election","09036","TOWN OF RUBY - CHIPPEWA COUNTY","61","61","35","4"
"2020 General Election","09038","TOWN OF SAMPSON - CHIPPEWA COUNTY","223","208","148","16"
"2020 General Election","09040","TOWN OF SIGEL - CHIPPEWA COUNTY","157","152","102","1"
"2020 General Election","09042","TOWN OF TILDEN - CHIPPEWA COUNTY","368","367","268","20"
"2020 General Election","09044","TOWN OF WHEATON - CHIPPEWA COUNTY","680","670","442","4"
"2020 General Election","09046","TOWN OF WOODMOHR - CHIPPEWA COUNTY","148","148","99","5"
"2020 General Election","09106","VILLAGE OF BOYD - CHIPPEWA COUNTY","53","53","44","13"
"2020 General Election","09111","VILLAGE OF CADOTT - CHIPPEWA COUNTY","174","172","119","12"
"2020 General Election","09128","VILLAGE OF LAKE HALLIE - CHIPPEWA COUNTY","1815","1807","1354","325"
"2020 General Election","09161","VILLAGE OF NEW AUBURN - MULTIPLE COUNTIES","39","38","18","3"
"2020 General Election","09206","CITY OF BLOOMER - CHIPPEWA COUNTY","697","697","524","0"
"2020 General Election","09211","CITY OF CHIPPEWA FALLS - CHIPPEWA COUNTY","3280","3275","2576","379"
"2020 General Election","09213","CITY OF CORNELL - CHIPPEWA COUNTY","266","265","199","14"
"2020 General Election","09281","CITY OF STANLEY - MULTIPLE COUNTIES","233","229","142","0"
"2020 General Election","10002","TOWN OF BEAVER - CLARK COUNTY","60","60","30","0"
"2020 General Election","10004","TOWN OF BUTLER - CLARK COUNTY","17","17","12","0"
"2020 General Election","10006","TOWN OF COLBY - CLARK COUNTY","47","47","32","4"
"2020 General Election","10008","TOWN OF DEWHURST - CLARK COUNTY","73","70","49","2"
"2020 General Election","10010","TOWN OF EATON - CLARK COUNTY","68","65","32","0"
"2020 General Election","10012","TOWN OF FOSTER - CLARK COUNTY","26","26","15","0"
"2020 General Election","10014","TOWN OF FREMONT - CLARK COUNTY","107","97","66","0"
"2020 General Election","10016","TOWN OF GRANT - CLARK COUNTY","114","109","78","0"
"2020 General Election","10018","TOWN OF GREEN GROVE - CLARK COUNTY","54","51","24","0"
"2020 General Election","10020","TOWN OF HENDREN - CLARK COUNTY","51","50","29","0"
"2020 General Election","10022","TOWN OF HEWETT - CLARK COUNTY","66","66","0","0"
"2020 General Election","10024","TOWN OF HIXON - CLARK COUNTY","45","44","17","0"
"2020 General Election","10026","TOWN OF HOARD - CLARK COUNTY","75","72","42","0"
"2020 General Election","10028","TOWN OF LEVIS - CLARK COUNTY","62","62","35","0"
"2020 General Election","10030","TOWN OF LONGWOOD - CLARK COUNTY","30","27","13","0"
"2020 General Election","10032","TOWN OF LOYAL - CLARK COUNTY","72","72","40","1"
"2020 General Election","10034","TOWN OF LYNN - CLARK COUNTY","80","78","45","0"
"2020 General Election","10036","TOWN OF MAYVILLE - CLARK COUNTY","78","77","53","4"
"2020 General Election","10038","TOWN OF MEAD - CLARK COUNTY","23","23","15","0"
"2020 General Election","10040","TOWN OF MENTOR - CLARK COUNTY","61","61","26","0"
"2020 General Election","10042","TOWN OF PINE VALLEY - CLARK COUNTY","193","193","135","0"
"2020 General Election","10044","TOWN OF RESEBURG - CLARK COUNTY","28","27","19","0"
"2020 General Election","10046","TOWN OF SEIF - CLARK COUNTY","21","21","9","0"
"2020 General Election","10048","TOWN OF SHERMAN - CLARK COUNTY","80","78","41","0"
"2020 General Election","10050","TOWN OF SHERWOOD - CLARK COUNTY","45","37","0","0"
"2020 General Election","10052","TOWN OF THORP - CLARK COUNTY","79","79","43","0"
"2020 General Election","10054","TOWN OF UNITY - CLARK COUNTY","45","43","0","0"
"2020 General Election","10056","TOWN OF WARNER - CLARK COUNTY","61","61","38","0"
"2020 General Election","10058","TOWN OF WASHBURN - CLARK COUNTY","43","43","25","0"
"2020 General Election","10060","TOWN OF WESTON - CLARK COUNTY","73","71","42","3"
"2020 General Election","10062","TOWN OF WITHEE - CLARK COUNTY","84","83","40","4"
"2020 General Election","10064","TOWN OF WORDEN - CLARK COUNTY","56","56","36","0"
"2020 General Election","10066","TOWN OF YORK - CLARK COUNTY","88","86","64","0"
"2020 General Election","10111","VILLAGE OF CURTISS - CLARK COUNTY","13","13","0","0"
"2020 General Election","10116","VILLAGE OF DORCHESTER - MULTIPLE COUNTIES","82","81","48","4"
"2020 General Election","10131","VILLAGE OF GRANTON - CLARK COUNTY","37","36","22","0"
"2020 General Election","10191","VILLAGE OF WITHEE - CLARK COUNTY","59","59","46","14"
"2020 General Election","10201","CITY OF ABBOTSFORD - MULTIPLE COUNTIES","217","217","157","52"
"2020 General Election","10211","CITY OF COLBY - MULTIPLE COUNTIES","274","270","206","27"
"2020 General Election","10231","CITY OF GREENWOOD - CLARK COUNTY","176","176","132","4"
"2020 General Election","10246","CITY OF LOYAL - CLARK COUNTY","176","176","138","0"
"2020 General Election","10261","CITY OF NEILLSVILLE - CLARK COUNTY","436","434","363","38"
"2020 General Election","10265","CITY OF OWEN - CLARK COUNTY","96","96","83","3"
"2020 General Election","10286","CITY OF THORP - CLARK COUNTY","199","175","137","0"
"2020 General Election","11002","TOWN OF ARLINGTON - COLUMBIA COUNTY","187","187","119","0"
"2020 General Election","11004","TOWN OF CALEDONIA - COLUMBIA COUNTY","458","458","352","58"
"2020 General Election","11006","TOWN OF COLUMBUS - COLUMBIA COUNTY","106","106","68","0"
"2020 General Election","11008","TOWN OF COURTLAND - COLUMBIA COUNTY","74","74","57","0"
"2020 General Election","11010","TOWN OF DEKORRA - COLUMBIA COUNTY","798","797","630","89"
"2020 General Election","11012","TOWN OF FORT WINNEBAGO - COLUMBIA COUNTY","192","191","132","11"
"2020 General Election","11014","TOWN OF FOUNTAIN PRAIRIE - COLUMBIA COUNTY","192","155","84","26"
"2020 General Election","11016","TOWN OF HAMPDEN - COLUMBIA COUNTY","114","109","77","1"
"2020 General Election","11018","TOWN OF LEEDS - COLUMBIA COUNTY","162","162","101","3"
"2020 General Election","11020","TOWN OF LEWISTON - COLUMBIA COUNTY","244","238","167","0"
"2020 General Election","11022","TOWN OF LODI - COLUMBIA COUNTY","1126","1122","855","230"
"2020 General Election","11024","TOWN OF LOWVILLE - COLUMBIA COUNTY","217","216","150","0"
"2020 General Election","11026","TOWN OF MARCELLON - COLUMBIA COUNTY","147","147","119","5"
"2020 General Election","11028","TOWN OF NEWPORT - COLUMBIA COUNTY","137","137","97","0"
"2020 General Election","11030","TOWN OF OTSEGO - COLUMBIA COUNTY","106","106","73","1"
"2020 General Election","11032","TOWN OF PACIFIC - COLUMBIA COUNTY","958","957","811","111"
"2020 General Election","11034","TOWN OF RANDOLPH - COLUMBIA COUNTY","107","106","69","4"
"2020 General Election","11036","TOWN OF SCOTT - COLUMBIA COUNTY","107","107","72","2"
"2020 General Election","11038","TOWN OF SPRINGVALE - COLUMBIA COUNTY","105","105","82","2"
"2020 General Election","11040","TOWN OF WEST POINT - COLUMBIA COUNTY","700","699","572","142"
"2020 General Election","11042","TOWN OF WYOCENA - COLUMBIA COUNTY","356","354","277","23"
"2020 General Election","11101","VILLAGE OF ARLINGTON - COLUMBIA COUNTY","171","171","91","0"
"2020 General Election","11111","VILLAGE OF CAMBRIA - COLUMBIA COUNTY","113","113","90","2"
"2020 General Election","11116","VILLAGE OF DOYLESTOWN - COLUMBIA COUNTY","20","20","16","0"
"2020 General Election","11126","VILLAGE OF FALL RIVER - COLUMBIA COUNTY","320","315","246","53"
"2020 General Election","11127","VILLAGE OF FRIESLAND - COLUMBIA COUNTY","35","35","28","6"
"2020 General Election","11171","VILLAGE OF PARDEEVILLE - COLUMBIA COUNTY","398","395","293","52"
"2020 General Election","11172","VILLAGE OF POYNETTE - COLUMBIA COUNTY","616","616","483","105"
"2020 General Election","11177","VILLAGE OF RIO - COLUMBIA COUNTY","204","202","164","51"
"2020 General Election","11191","VILLAGE OF WYOCENA - COLUMBIA COUNTY","122","122","97","19"
"2020 General Election","11211","CITY OF COLUMBUS - MULTIPLE COUNTIES","1587","1584","1240","309"
"2020 General Election","11246","CITY OF LODI - COLUMBIA COUNTY","1164","1164","910","167"
"2020 General Election","11271","CITY OF PORTAGE - COLUMBIA COUNTY","2594","2591","2148","450"
"2020 General Election","11291","CITY OF WISCONSIN DELLS - MULTIPLE COUNTIES","554","550","439","96"
"2020 General Election","12002","TOWN OF BRIDGEPORT - CRAWFORD COUNTY","189","184","119","1"
"2020 General Election","12004","TOWN OF CLAYTON - CRAWFORD COUNTY","178","173","75","0"
"2020 General Election","12006","TOWN OF EASTMAN - CRAWFORD COUNTY","164","163","102","7"
"2020 General Election","12008","TOWN OF FREEMAN - CRAWFORD COUNTY","168","166","130","0"
"2020 General Election","12010","TOWN OF HANEY - CRAWFORD COUNTY","51","51","37","7"
"2020 General Election","12012","TOWN OF MARIETTA - CRAWFORD COUNTY","84","82","39","0"
"2020 General Election","12014","TOWN OF PRAIRIE DU CHIEN - CRAWFORD COUNTY","179","167","109","4"
"2020 General Election","12016","TOWN OF SCOTT - CRAWFORD COUNTY","80","78","61","0"
"2020 General Election","12018","TOWN OF SENECA - CRAWFORD COUNTY","171","169","102","4"
"2020 General Election","12020","TOWN OF UTICA - CRAWFORD COUNTY","133","133","60","0"
"2020 General Election","12022","TOWN OF WAUZEKA - CRAWFORD COUNTY","64","59","37","0"
"2020 General Election","12106","VILLAGE OF BELL CENTER - CRAWFORD COUNTY","15","15","10","0"
